Code,Latitude,Longitude,Score,StandardCivicNumber,StandardAddress,StandardCity,StandardStateorProvinceAbbrv,PostalZip,Frequency
R2V2A2,49.935773,-97.104838,2,1,,WINNIPEG,MB,R2V2A2,12
R3C2E6,49.950577,-97.22372,2,1,,WINNIPEG,MB,R3C2E6,12
R0J1E0,50.248603,-99.839389,2,1,,Brandon,MB,R0J1E0,12
R0C1B0,50.627862,-96.993989,2,1,,WINNIPEG BEACH,MB,R0C1B0,12
R0G0J0,49.507527,-98.005592,2,1,,Carman,MB,R0G0J0,12
B0B0B0,44.711838,-63.599699,2,1,,Halifax,NS,B0B0B0,12
L1G3V0,43.934374,-78.863226,2,1,,OSHAWA,ON,L1G3V0,12
G0C1J0,48.10718,-66.124804,2,1,,Carleton-sur-Mer,QC,G0C1J0,12
N3Y4H3,42.836002,-80.30591,2,1,,Simcoe,ON,N3Y4H3,12
T2N2A1,51.051574,-114.089852,2,1,,CALGARY,AB,T2N2A1,12
T5K1C5,53.537554,-113.502861,2,1,,EDMONTON,AB,T5K1C5,12
B0J3B0,44.92061,-62.526951,2,1,,PORTUGUESE COVE,NS,B0J3B0,12
B2H5K7,45.583159,-62.616108,2,1,,NEW GLASGOW,NS,B2H5K7,12
B1P6R8,46.143672,-60.19332,2,1,,SYDNEY,NS,B1P6R8,12
B4H4B8,45.83714,-64.152145,2,1,,AMHERST,NS,B4H4B8,12
B4V1S9,44.374489,-64.525693,2,1,,Bridgewater,NS,B4V1S9,12
E3C1N8,45.945723,-66.689434,2,1,,FREDERICTON,NB,E3C1N8,12
R0C0A0,50.908206,-97.213137,2,1,,ARBORG,MB,R0C0A0,12
V5E2S1,49.224586,-122.967727,2,1,,Burnaby,BC,V5E2S1,12
E8F0E8,,0,0,,,,,E8F0E8,11
E3B3C1,45.941098,-66.66588,2,1,,FREDERICTON,NB,E3B3C1,11
B7D0F5,,0,0,,,,,B7D0F5,11
A3E0B4,,0,0,,,,,A3E0B4,11
C1F8E2,,0,0,,,,,C1F8E2,11
A0F7F0,,0,0,,,,,A0F7F0,11
V3W3W8,49.133287,-122.879005,2,1,,Surrey,BC,V3W3W8,11
E4L1C9,45.898788,-64.372599,2,1,,SACKVILLE,NB,E4L1C9,11
V5J1Z5,49.214808,-123.019435,2,1,,Burnaby,BC,V5J1Z5,11
V5A2S2,49.26584,-122.953382,2,1,,Burnaby,BC,V5A2S2,11
V5B3X9,49.273922,-122.976966,2,1,,Burnaby,BC,V5B3X9,11
J0L1R0,45.786364,-73.17614,2,1,,saint-antoine-sur-richelieu,QC,J0L1R0,11
E5F2F9,,0,0,,,,,E5F2F9,11
C5C5B4,,0,0,,,,,C5C5B4,11
R8N0N3,55.74248,-97.849243,2,1,,Thompson,MB,R8N0N3,11
B8B8B8,43.465704,-79.683867,2,1,,OAKVILLE,ON,B8B8B8,11
M5B1J3,43.662626,-79.386147,2,1,,TORONTO,ON,M5B1J3,11
B3L4P1,44.647415,-63.619253,2,1,,Halifax,NS,B3L4P1,11
L5S1V7,43.680467,-79.669842,2,1,,MISSISSAUGA,ON,L5S1V7,11
R3B3H6,49.894548,-97.139972,2,1,,WINNIPEG,MB,R3B3H6,11
R0B0E0,58.760636,-94.129109,2,1,,CHURCHILL,MB,R0B0E0,11
V5E2J5,49.229188,-122.945896,2,1,,Burnaby,BC,V5E2J5,11
V5G2V5,49.245599,-123.01986,2,1,,BURNABY,BC,V5G2V5,11
K1N8P5,44.5939,-77.563807,2,1,,OTTAWA,ON,K1N8P5,11
B5F9C4,,0,0,,,,,B5F9C4,10
C5E5D6,,0,0,,,,,C5E5D6,10
C8F2B5,,0,0,,,,,C8F2B5,10
E7E3C0,47.189907,-67.91176,2,1,,,,E7E3C0,10
E5D4C8,,0,0,,,,,E5D4C8,10
G8G8F9,48.419563,-71.850215,2,1,,,,G8G8F9,10
G8G9G9,48.419563,-71.850215,2,1,,,,G8G9G9,10
G8G8G8,48.423492,-71.874005,2,1,,M問TABETCHOUAN-LAC-A-LA-CROIX,QC,G8G8G8,10
G9G8G8,,0,0,,,,,G9G8G8,10
B0B0E3,,0,0,,,,,B0B0E3,10
N2B2F2,43.459781,-80.451725,2,1,,,,N2B2F2,10
J4B6S2,45.60283,-73.451716,2,1,,BOUCHERVILLE,QC,J4B6S2,10
K1N8S7,45.434397,-75.686122,2,1,,Ottawa,ON,K1N8S7,10
K1P5H3,45.4198,-75.69908,2,1,,Ottawa,ON,K1P5H3,10
E9A8E7,47.029004,-64.962775,2,1,,,,E9A8E7,10
A8C6B5,,0,0,,,,,A8C6B5,10
J0L1C0,45.862774,-73.231326,2,1,,Contrecoeur,QC,J0L1C0,10
A4A2D5,,0,0,,,,,A4A2D5,10
J0H2P0,45.662317,-72.776816,2,1,,,,J0H2P0,10
J2S3H2,45.625874,-72.943894,2,1,,SAINT-HYACINTHE,QC,J2S3H2,10
V5A2C9,49.250788,-122.936256,2,1,,Burnaby,BC,V5A2C9,10
V5J1Y2,49.215756,-122.996577,2,1,,Burnaby,BC,V5J1Y2,10
M5H3Y2,43.648997,-79.379185,2,1,,toronto,ON,M5H3Y2,10
K8A3K2,45.831051,-77.123681,2,1,,PEMBROKE,ON,K8A3K2,10
T2N1N4,51.066661,-114.117886,2,1,,Calgary,AB,T2N1N4,10
K1S5B6,45.398224,-75.693434,2,1,,Ottawa,ON,K1S5B6,10
N2G1W2,43.44803,-80.490991,2,1,,Kitchener,ON,N2G1W2,10
H2R1V5,45.542033,-73.612243,2,1,,MONTR問AL,QC,H2R1V5,10
E3D3C7,,0,0,,,,,E3D3C7,10
X4D2Y5,,0,0,,,,,X4D2Y5,10
K2P1W7,45.41771,-75.698233,2,1,,Ottawa,ON,K2P1W7,10
R3G0P1,49.885792,-97.168211,2,1,,WINNIPEG,MB,R3G0P1,10
S7K6M6,52.169573,-106.664877,2,1,,SASKATOON,SK,S7K6M6,10
B3B1M2,44.705266,-63.610631,2,1,,DARTMOUTH,NS,B3B1M2,10
V8L1W9,48.648839,-123.402081,2,1,,Sidney,BC,V8L1W9,10
R3T2H5,49.792401,-97.157057,2,1,,WINNIPEG,MB,R3T2H5,10
R5H1C1,49.666997,-96.637105,2,1,,STE ANNE,MB,R5H1C1,10
R0L1P0,51.228933,-101.356361,2,1,,ROBLIN,MB,R0L1P0,10
R0A0Y0,49.74306,-96.879951,2,1,,Lorette,MB,R0A0Y0,10
R2C5C7,49.895714,-97.009854,2,1,,WINNIPEG,MB,R2C5C7,10
L0S1J0,43.240557,-79.095621,2,1,,NIAGARA FALLS,ON,L0S1J0,10
V5G2B2,49.24382,-122.986934,2,1,,Burnaby,BC,V5G2B2,10
V5H3L7,49.226128,-122.991444,2,1,,Burnaby,BC,V5H3L7,10
V3J7B6,49.260352,-122.902849,2,1,,Burnaby,BC,V3J7B6,10
T0L1E0,51.429132,-116.183393,2,1,,LAKE LOUISE,AB,T0L1E0,9
C1D0C5,,0,0,,,,,C1D0C5,9
C4D9B1,,0,0,,,,,C4D9B1,9
J3B8J3,45.447848,-73.094224,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J3B8J3,9
K2H8R6,45.32393,-75.837319,2,1,,Nepean,ON,K2H8R6,9
E8F1F5,,0,0,,,,,E8F1F5,9
A1M0Y3,47.601148,-52.848962,2,1,,,,A1M0Y3,9
B4B1C8,44.724463,-63.713927,2,1,,Bedford,NS,B4B1C8,9
H4L0A1,45.505717,-73.675223,2,1,,SAINT-LAURENT,QC,H4L0A1,9
H1A5V6,45.651057,-73.493807,2,1,,POINTE-AUX-TREMBLES,QC,H1A5V6,9
M5J2S1,43.646179,-79.380447,2,1,,Toronto,ON,M5J2S1,9
V5G2P6,49.238773,-123.015922,2,1,,Burnaby,BC,V5G2P6,9
A4A4A4,,0,0,,,,,A4A4A4,9
K1A0K9,45.395314,-75.717947,2,1,,Ottawa,ON,K1A0K9,9
C9C9C9,,0,0,,,,,C9C9C9,9
J4H3Y9,45.543419,-73.491315,2,1,,LONGUEUIL,QC,J4H3Y9,9
K2B6R7,45.366582,-75.787405,2,1,,Ottawa,ON,K2B6R7,9
C1C1C1,46.267925,-63.104814,2,1,,Charlottetown,PE,C1C1C1,9
X1A2L9,62.451089,-114.383433,2,1,,YELLOWKNIFE,NT,X1A2L9,9
R3Y1G4,49.816315,-97.18864,2,1,,WINNIPEG,MB,R3Y1G4,9
R2V3C8,49.938201,-97.156257,2,1,,Winnipeg,MB,R2V3C8,9
R0C2Z0,50.133073,-97.330209,2,1,,Stonewall,MB,R0C2Z0,9
R0L1S0,51.05926,-99.517799,2,1,,STE ROSE DU LAC,MB,R0L1S0,9
R0J1Z0,50.436574,-100.590204,2,1,,SWAN RIVER,MB,R0J1Z0,9
R0K0E0,49.231739,-100.05779,2,1,,Boissevain,MB,R0K0E0,9
V5B2E5,49.273417,-122.963667,2,1,,Burnaby,BC,V5B2E5,9
H1G6E5,45.611228,-73.617851,2,1,,Montr密al-Nord,QC,H1G6E5,9
L5G3H5,43.561458,-79.590114,2,1,,Mississauga,ON,L5G3H5,9
R3P0N5,49.866226,-97.195331,2,1,,WINNIPEG,MB,R3P0N5,9
R0J1H0,50.230371,-99.465485,2,1,,Neepawa,MB,R0J1H0,9
G0E1T0,49.227892,-65.728821,2,1,,MONT-LOUIS,QC,G0E1T0,9
G0C1Y0,48.179275,-65.985758,2,1,,MARIA,QC,G0C1Y0,9
B5A1C9,43.834112,-66.120534,2,1,,YARMOUTH,NS,B5A1C9,9
L6W3P8,43.691461,-79.753951,2,1,,BRAMPTON,ON,L6W3P8,9
R7N2V5,51.151723,-100.04542,2,1,,DAUPHIN,MB,R7N2V5,9
R3Z6R4,,0,0,,,,,R3Z6R4,9
E1A5T6,46.102405,-64.714074,2,1,,Dieppe,NB,E1A5T6,9
V5C2C2,49.28283,-122.994978,2,1,,Burnaby,BC,V5C2C2,9
V5J3H1,49.221609,-122.977593,2,1,,Burnaby,BC,V5J3H1,9
V3N1T4,49.211662,-122.954663,2,1,,Burnaby,BC,V3N1T4,9
V3J1M9,49.252498,-122.899486,2,1,,Burnaby,BC,V3J1M9,9
V3N5C7,49.207315,-122.960899,2,1,,Burnaby,BC,V3N5C7,9
X2P7J3,,0,0,,,,,X2P7J3,8
H1W1T4,45.540366,-73.546328,2,1,,MONTR問AL,QC,H1W1T4,8
A2F3F0,,0,0,,,,,A2F3F0,8
G9G8F9,,0,0,,,,,G9G8F9,8
G9G8F8,,0,0,,,,,G9G8F8,8
H9G9G9,45.475861,-73.836908,2,1,,,,H9G9G9,8
H8G9G8,,0,0,,,,,H8G9G8,8
G8G8G9,48.419563,-71.850215,2,1,,,,G8G8G9,8
H8G8F8,,0,0,,,,,H8G8F8,8
H9G9H9,45.475861,-73.836908,2,1,,,,H9G9H9,8
G8F8F9,,0,0,,,,,G8F8F9,8
G9G9G8,,0,0,,,,,G9G9G8,8
G9G9G9,,0,0,,,,,G9G9G9,8
H9H9G9,45.471517,-73.85845,2,1,,,,H9H9G9,8
G9G9H9,,0,0,,,,,G9G9H9,8
A2D6D4,,0,0,,,,,A2D6D4,8
E4L1G7,45.900291,-64.37903,2,1,,Sackville,NB,E4L1G7,8
V5C2B6,49.282889,-123.007846,2,1,,Burnaby,BC,V5C2B6,8
V5J1B7,49.22195,-123.00056,2,1,,Burnaby,BC,V5J1B7,8
E4L1E6,45.899171,-64.374263,2,1,,SACKVILLE,NB,E4L1E6,8
H1L1A4,45.596107,-73.535357,2,1,,MONTR問AL,QC,H1L1A4,8
T0E0Y0,53.885506,-119.130783,2,1,,Grande Cache,AB,T0E0Y0,8
H1K4N2,45.606725,-73.53015,2,1,,MONTR問AL,QC,H1K4N2,8
V5S1K9,49.224748,-123.041438,2,1,,VANCOUVER,BC,V5S1K9,8
V1W1V7,49.837983,-119.48787,2,1,,Kelowna,BC,V1W1V7,8
C3B3C0,,0,0,,,,,C3B3C0,8
M5J2T3,43.649729,-79.381225,2,1,,TORONTO,ON,M5J2T3,8
H1H1T6,45.594983,-73.634789,2,1,,MONTR問AL-NORD,QC,H1H1T6,8
V5J2M3,49.212954,-122.978338,2,1,,Burnaby,BC,V5J2M3,8
V5J1G5,49.221997,-122.975338,2,1,,Burnaby,BC,V5J1G5,8
V5B3V1,49.281025,-122.979649,2,1,,Burnaby,BC,V5B3V1,8
V5C4S8,49.27291,-123.014092,2,1,,Burnaby,BC,V5C4S8,8
N0B0Q2,43.51974,-80.480867,2,1,,,,N0B0Q2,8
E3B4Y2,45.939278,-66.63531,2,1,,FREDERICTON,NB,E3B4Y2,8
N1G5E2,43.522121,-80.228598,2,1,,GUELPH,ON,N1G5E2,8
H1E4M7,45.645052,-73.584383,2,1,,MONTR問AL,QC,H1E4M7,8
G0C1K0,48.349575,-64.682298,2,1,,chandler,QC,G0C1K0,8
E9E4D6,46.923822,-65.823223,2,1,,,,E9E4D6,8
H1A1X6,45.695097,-73.487394,2,1,,POINTE-AUX-TREMBLES,QC,H1A1X6,8
H1K2G5,45.60542,-73.534431,2,1,,MONTR問AL,QC,H1K2G5,8
H1A1A8,45.670175,-73.509505,2,1,,POINTE-AUX-TREMBLES,QC,H1A1A8,8
B5B7B5,,0,0,,,,,B5B7B5,8
T2M8L6,51.068603,-114.086515,2,1,,,,T2M8L6,8
R9A1L1,53.814995,-101.244673,2,1,,THE PAS,MB,R9A1L1,8
K1N7G2,45.320923,-75.925886,2,1,,OTTAWA,ON,K1N7G2,8
L9T2T2,43.520879,-79.880806,2,1,,Milton,ON,L9T2T2,8
L6W1V7,43.693947,-79.738382,2,1,,Brampton,ON,L6W1V7,8
H1L1A6,45.600019,-73.533151,2,1,,MONTR問AL,QC,H1L1A6,8
J4V2Z4,45.483541,-73.46815,2,1,,GREENFIELD PARK,QC,J4V2Z4,8
B7C2D5,,0,0,,,,,B7C2D5,8
R0C3G0,50.440331,-96.977598,2,1,,GIMLI,MB,R0C3G0,8
R2V3J7,49.951424,-97.140769,2,1,,Winnipeg,MB,R2V3J7,8
R3C2L2,49.90401,-97.134527,2,1,,WINNIPEG,MB,R3C2L2,8
R2C1P9,49.895079,-97.00326,2,1,,WINNIPEG,MB,R2C1P9,8
R0M2C0,49.850445,-100.933699,2,1,,VIRDEN,MB,R0M2C0,8
R0J0T0,50.225346,-98.950397,2,1,,ERICKSON,MB,R0J0T0,8
R0H0H0,49.884785,-97.7559,2,1,,ELIE,MB,R0H0H0,8
R0M0M0,49.191782,-100.497525,2,1,,DELORAINE,MB,R0M0M0,8
R0G0B0,49.101568,-97.556763,2,1,,Altona,MB,R0G0B0,8
V5B4K7,49.26416,-122.964718,2,1,,Burnaby,BC,V5B4K7,8
V3A3Y8,49.104898,-122.652954,2,1,,LANGLEY,BC,V3A3Y8,8
V5A2H5,49.248096,-122.933057,2,1,,Burnaby,BC,V5A2H5,8
S9H3X3,50.285775,-107.79974,2,1,,Swift Current,SK,S9H3X3,8
R8N1N5,55.730308,-97.868973,2,1,,Thompson,MB,R8N1N5,8
K1A0H4,45.425949,-75.722488,2,1,,HULL,ON,K1A0H4,8
V3J1E9,49.258927,-122.895294,2,1,,BURNABY,BC,V3J1E9,8
V5E2A4,49.233347,-122.956337,2,1,,BURNABY,BC,V5E2A4,8
V5B3G4,49.270158,-122.991682,2,1,,Burnaby,BC,V5B3G4,8
V5B2P4,49.267987,-122.979813,2,1,,Burnaby,BC,V5B2P4,8
V5E2K1,49.225337,-122.958453,2,1,,Burnaby,BC,V5E2K1,8
V5A4H5,49.264623,-122.925907,2,1,,Burnaby,BC,V5A4H5,8
V5C4P5,49.2843,-123.013858,2,1,,Burnaby,BC,V5C4P5,8
T0J0Y0,51.46294,-112.722177,2,1,,DRUMHELLER,AB,T0J0Y0,7
T0H0W0,55.2175,-118.789558,2,1,,Clairmont,AB,T0H0W0,7
E9D9B4,,0,0,,,,,E9D9B4,7
C8D9B1,,0,0,,,,,C8D9B1,7
M2N7E9,43.765905,-79.412591,2,1,,North York,ON,M2N7E9,7
C7D8A0,,0,0,,,,,C7D8A0,7
E8F2A7,,0,0,,,,,E8F2A7,7
A0E7A7,47.406304,-54.886839,2,1,,,,A0E7A7,7
B8F9C2,,0,0,,,,,B8F9C2,7
E7F9D4,,0,0,,,,,E7F9D4,7
H2T2N4,45.522022,-73.593806,2,1,,MONTR問AL,QC,H2T2N4,7
H2Z1H8,45.502635,-73.561146,2,1,,MONTR問AL,QC,H2Z1H8,7
C5B7E8,,0,0,,,,,C5B7E8,7
B5E4D9,,0,0,,,,,B5E4D9,7
V0H1T0,49.18347,-119.554727,2,1,,Oliver,BC,V0H1T0,7
R2J0T8,49.865905,-97.060356,2,1,,Winnipeg,MB,R2J0T8,7
E0F8A2,,0,0,,,,,E0F8A2,7
E2B1B6,45.961932,-66.640923,2,1,,Fredericton,NB,E2B1B6,7
K1G0Z5,45.413934,-75.64061,2,1,,Ottawa,ON,K1G0Z5,7
C4A4D6,,0,0,,,,,C4A4D6,7
K1H1A2,45.385847,-75.67411,2,1,,Ottawa,ON,K1H1A2,7
E6A1B1,46.448079,-66.47617,2,1,,TAXIS RIVER,NB,E6A1B1,7
K1A0A6,45.419643,-75.698621,2,1,,Ottawa,ON,K1A0A6,7
A3F7A3,,0,0,,,,,A3F7A3,7
C0D0C3,,0,0,,,,,C0D0C3,7
M5X1A4,43.649322,-79.382302,2,1,,TORONTO,ON,M5X1A4,7
H2L3K5,45.515849,-73.553417,2,1,,MONTR問AL,QC,H2L3K5,7
T1K8E1,49.659229,-112.871307,2,1,,LETHBRIDGE,AB,T1K8E1,7
T8A4E3,53.536576,-113.321995,2,1,,SHERWOOD PARK,AB,T8A4E3,7
T1J0E7,49.697392,-112.827279,2,1,,Lethbridge,AB,T1J0E7,7
P3L1I5,46.557511,-80.870337,2,1,,,,P3L1I5,7
H3W3N2,45.489908,-73.633349,2,1,,,,H3W3N2,7
N4E0Z1,,0,0,,,,,N4E0Z1,7
S5W6U2,,0,0,,,,,S5W6U2,7
H4C2F9,45.481351,-73.584992,2,1,,,,H4C2F9,7
A5C3K7,,0,0,,,,,A5C3K7,7
N1S6V9,43.35332,-80.328468,2,1,,,,N1S6V9,7
T6C7A2,53.52261,-113.459365,2,1,,,,T6C7A2,7
C8C8E2,,0,0,,,,,C8C8E2,7
L5G3H3,43.561056,-79.589871,2,1,,Mississauga,ON,L5G3H3,7
C7W1Y6,,0,0,,,,,C7W1Y6,7
A4B3Y0,,0,0,,,,,A4B3Y0,7
B3F6F9,,0,0,,,,,B3F6F9,7
C6O1Y4,,0,0,,,,,C6O1Y4,7
X7L6N4,,0,0,,,,,X7L6N4,7
Y8Z5D8,,0,0,,,,,Y8Z5D8,7
L9J1U6,43.327493,-79.899897,2,1,,,,L9J1U6,7
P3K8A9,,0,0,,,,,P3K8A9,7
Y8X3I9,,0,0,,,,,Y8X3I9,7
T3D7C3,,0,0,,,,,T3D7C3,7
X4N6M3,,0,0,,,,,X4N6M3,7
J8F1P8,,0,0,,,,,J8F1P8,7
R1S1W3,,0,0,,,,,R1S1W3,7
R9C3F0,,0,0,,,,,R9C3F0,7
E9F3A1,,0,0,,,,,E9F3A1,7
B0B6C3,,0,0,,,,,B0B6C3,7
V1M2N9,49.163566,-122.662448,2,1,,LANGLEY,BC,V1M2N9,7
N2E3B3,43.405451,-80.46819,2,1,,Kitchener,ON,N2E3B3,7
R2M3G1,49.839273,-97.093628,2,1,,WINNIPEG,MB,R2M3G1,7
R2H0R6,49.881875,-97.124873,2,1,,Winnipeg,MB,R2H0R6,7
R2H0H1,49.894606,-97.111986,2,1,,WINNIPEG,MB,R2H0H1,7
R3N1Z2,49.858109,-97.198004,2,1,,Winnipeg,MB,R3N1Z2,7
R3C0P3,49.888177,-97.145595,2,1,,Winnipeg,MB,R3C0P3,7
R3T4Z7,49.801864,-97.168995,2,1,,WINNIPEG,MB,R3T4Z7,7
R2M3N6,49.853893,-97.111975,2,1,,WINNIPEG,MB,R2M3N6,7
R3J3Y5,49.894404,-97.254417,2,1,,WINNIPEG,MB,R3J3Y5,7
R2H0G3,49.891957,-97.121985,2,1,,WINNIPEG,MB,R2H0G3,7
R2J1C6,49.862164,-97.078243,2,1,,WINNIPEG,MB,R2J1C6,7
R0G1Y0,49.568049,-97.181336,2,1,,Ste Agathe,MB,R0G1Y0,7
R0A1V0,49.44048,-96.9949,2,1,,St Pierre Jolys,MB,R0A1V0,7
R0A1T0,49.316122,-96.954685,2,1,,St Malo,MB,R0A1T0,7
R0G2B0,49.26385,-97.343992,2,1,,ST JEAN BAPTISTE,MB,R0G2B0,7
R0G1Z0,49.65752,-98.343429,2,1,,ST CLAUDE,MB,R0G1Z0,7
R0G2L0,49.356201,-98.616385,2,1,,SOMERSET,MB,R0G2L0,7
R0G1W0,49.403266,-97.396957,2,1,,ROSENORT,MB,R0G1W0,7
R0G1M0,49.530365,-98.55214,2,1,,NOTRE DAME DE LOURDES,MB,R0G1M0,7
R0G1C0,49.010447,-97.205734,2,1,,EMERSON,MB,R0G1C0,7
R0E1A0,50.251421,-96.061417,2,1,,LAC DU BONNET,MB,R0E1A0,7
R0A0W0,49.52472,-96.510583,2,1,,LA BROQUERIE,MB,R0A0W0,7
R0C0E0,51.119842,-98.298114,2,1,,Ebb and Flow 52,MB,R0C0E0,7
M1X1A7,43.81719,-79.231942,2,1,,Scarborough,ON,M1X1A7,7
A2A2A2,48.933257,-55.659457,2,1,,GRAND FALLS-WINDSOR,NL,A2A2A2,7
C0B1V0,46.707785,-64.236445,2,1,,Summerside,PE,C0B1V0,7
T9G1A6,53.351312,-113.729534,2,1,,DEVON,AB,T9G1A6,7
H3G1P5,45.508682,-73.565247,2,1,,MONTR問AL,QC,H3G1P5,7
M8H7Z7,,0,0,,,,,M8H7Z7,7
P0M1L0,46.574815,-81.195304,2,1,,DOWLING,ON,P0M1L0,7
L6R1B1,43.745982,-79.76332,2,1,,Brampton,ON,L6R1B1,7
E3B1A4,45.964035,-66.729863,2,1,,FREDERICTON,NB,E3B1A4,6
E0F4D7,,0,0,,,,,E0F4D7,6
R2X2P5,49.938068,-97.171967,2,1,,Winnipeg,MB,R2X2P5,6
C5C5C3,,0,0,,,,,C5C5C3,6
J3P1M2,46.043617,-73.107206,2,1,,SOREL-TRACY,QC,J3P1M2,6
J2N0A9,45.289152,-72.997932,2,1,,FARNHAM,QC,J2N0A9,6
J3G4J7,45.565995,-73.20397,2,1,,BELOEIL,QC,J3G4J7,6
J2K2Y3,45.196613,-72.750337,2,1,,COWANSVILLE,QC,J2K2Y3,6
J0E2N0,45.34406,-72.520241,2,1,,WATERLOO,QC,J0E2N0,6
J2S4R5,45.625963,-72.944014,2,1,,SAINT-HYACINTHE,QC,J2S4R5,6
H8F8G8,,0,0,,,,,H8F8G8,6
H8G8F9,,0,0,,,,,H8G8F9,6
H8G8G8,,0,0,,,,,H8G8G8,6
H8F8G9,,0,0,,,,,H8F8G9,6
H8F8F9,,0,0,,,,,H8F8F9,6
H9G9G8,45.475861,-73.836908,2,1,,,,H9G9G8,6
H8G8G9,,0,0,,,,,H8G8G9,6
H8F9G9,,0,0,,,,,H8F9G9,6
G9H9G9,46.327447,-72.408621,2,1,,,,G9H9G9,6
H8F9G8,,0,0,,,,,H8F9G8,6
H3W2W8,45.489252,-73.635739,2,1,,MONTR問AL,QC,H3W2W8,6
J4B4W7,45.613905,-73.451979,2,1,,BOUCHERVILLE,QC,J4B4W7,6
J3X1R1,45.686218,-73.437906,2,1,,VARENNES,QC,J3X1R1,6
B4A7A2,44.725199,-63.667093,2,1,,,,B4A7A2,6
H3C3J7,45.491524,-73.568127,2,1,,WESTMOUNT,QC,H3C3J7,6
P7A5W8,48.454796,-89.230329,2,1,,Thunder Bay,ON,P7A5W8,6
T1L1A2,51.177634,-115.570174,2,1,,BANFF,AB,T1L1A2,6
T9V0W2,53.278532,-110.005645,2,1,,LLOYDMINSTER,AB,T9V0W2,6
H2L4K1,45.522278,-73.552891,2,1,,MONTR問AL,QC,H2L4K1,6
J3A1B7,45.332072,-73.267579,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J3A1B7,6
J3V2Z5,45.527252,-73.3575,2,1,,SAINT-BRUNO,QC,J3V2Z5,6
K2H6L3,45.333081,-75.783886,2,1,,NEPEAN,ON,K2H6L3,6
K2G3R4,45.338592,-75.729015,2,1,,NEPEAN,ON,K2G3R4,6
K8A6W5,45.759262,-77.13262,2,1,,PEMBROKE,ON,K8A6W5,6
P8N2X6,49.791952,-92.844924,2,1,,Dryden,ON,P8N2X6,6
L9Y3Z1,44.48794,-80.175488,2,1,,COLLINGWOOD,ON,L9Y3Z1,6
E1G2G5,46.115483,-64.842654,2,1,,Moncton,NB,E1G2G5,6
M5H3L5,43.650006,-79.379887,2,1,,TORONTO,ON,M5H3L5,6
J0L1N0,45.650166,-73.297592,2,1,,Varennes,QC,J0L1N0,6
K1M0T3,45.446604,-75.672754,2,1,,Ottawa,ON,K1M0T3,6
J8R1N3,45.496204,-75.675984,2,1,,GATINEAU,QC,J8R1N3,6
E1W1B5,47.798985,-64.891801,2,1,,CARAQUET,NB,E1W1B5,6
E5M2G8,45.545663,-66.063992,2,1,,KINGSTON,NB,E5M2G8,6
K1N5C8,45.432057,-75.696645,2,1,,OTTAWA,ON,K1N5C8,6
R3G0M0,49.887242,-97.181581,2,1,,Winnipeg,MB,R3G0M0,6
R2M3V8,49.824663,-97.113984,2,1,,WINNIPEG,MB,R2M3V8,6
V6H3V4,49.245533,-123.127347,2,1,,Vancouver,BC,V6H3V4,6
G1R4A2,46.81363,-71.206815,2,1,,QU問BEC,QC,G1R4A2,6
N6A3V8,42.969703,-81.331945,2,1,,London,ON,N6A3V8,6
G1K7S9,46.817523,-71.2123,2,1,,QUEBEC,QC,G1K7S9,6
B0E3M0,45.974465,-61.132587,2,1,,Whycocomagh,NS,B0E3M0,6
H8N3A9,45.434956,-73.639579,2,1,,LASALLE,QC,H8N3A9,6
R1N3K1,49.981806,-98.290816,2,1,,Portage la Prairie,MB,R1N3K1,6
R0G1V5,49.46104,-97.918584,2,1,,,,R0G1V5,6
K2G5X2,45.330077,-75.727405,2,1,,Nepean,ON,K2G5X2,6
K1Y4P6,45.389955,-75.725192,2,1,,OTTAWA,ON,K1Y4P6,6
E1C1E6,46.088473,-64.777489,2,1,,MONCTON,NB,E1C1E6,6
L6W3J1,43.700357,-79.740456,2,1,,Brampton,ON,L6W3J1,6
R9A1N1,53.815265,-101.242846,2,1,,THE PAS,MB,R9A1N1,6
R7A7A3,49.827481,-99.914525,2,1,,Brandon,MB,R7A7A3,6
V9P1B9,49.330074,-124.339081,2,1,,PARKSVILLE,BC,V9P1B9,6
K1P1J1,45.421969,-75.690115,2,1,,OTTAWA,ON,K1P1J1,6
T9C1X6,53.497913,-112.072942,2,1,,VEGREVILLE,AB,T9C1X6,6
L6W3J3,43.69873,-79.738451,2,1,,Brampton,ON,L6W3J3,6
E7E4E0,47.189907,-67.91176,2,1,,,,E7E4E0,6
L1J8P7,43.865305,-78.874479,2,1,,Oshawa,ON,L1J8P7,6
L3V1A9,44.601959,-79.364705,2,1,,Ramara,ON,L3V1A9,6
M5T3M7,43.673141,-79.377132,2,1,,Toronto,ON,M5T3M7,6
C4E4E8,,0,0,,,,,C4E4E8,6
S0K2X0,52.662287,-105.35991,2,1,,MIDDLE LAKE,SK,S0K2X0,6
E2E4R2,45.407599,-65.966031,2,1,,QUISPAMSIS,NB,E2E4R2,6
E2L3L6,45.278883,-66.058425,2,1,,Saint John,NB,E2L3L6,6
M5V3K2,43.645543,-79.382547,2,1,,Toronto,ON,M5V3K2,6
J3V3R3,45.522876,-73.339646,2,1,,SAINT-BRUNO,QC,J3V3R3,6
